"[all run data]","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity"
,"811","20","0","1","1075.375","0","48.25","119","0","8.1","811","11","9","0.55","-34.31818181818182","2954.5454545454545","34.05","72","54","8.272727272727273","811","0","20","0","0","0","49.75","0","84","0","811","2","18","0.1","-6615","8500","53.35","17","63","9.5","811","2","18","0.1","-11330","12000","38.85","5","56","7","811","2","18","0.1","-15440","16000","38.1","9","28","7","811","0","20","0","0","0","43.7","0","61","0"
,"812","20","0","1","1075.375","0","48.25","119","0","8.1","812","11","9","0.55","-39.31818181818182","2954.5454545454545","34.05","72","54","8.272727272727273","812","0","20","0","0","0","49.75","0","84","0","812","2","18","0.1","-6635","8500","53.35","17","63","9.5","812","2","18","0.1","-11360","12000","38.85","5","56","7","812","2","18","0.1","-15480","16000","38.1","9","28","7","812","0","20","0","0","0","43.7","0","61","0"
,"813","20","0","1","1075.375","0","48.25","119","0","8.1","813","10","10","0.5","-48.25","2950","34.05","62","64","8.1","813","0","20","0","0","0","49.75","0","84","0","813","2","18","0.1","-6655","8500","53.35","17","63","9.5","813","2","18","0.1","-11390","12000","38.85","5","56","7","813","2","18","0.1","-15270","16250","38.1","9","28","7","813","0","20","0","0","0","43.7","0","61","0"
,"814","20","0","1","1075.375","0","48.25","119","0","8.1","814","10","10","0.5","-53.25","2950","34.05","62","64","8.1","814","0","20","0","0","0","49.75","0","84","0","814","2","18","0.1","-6675","8500","53.35","17","63","9.5","814","2","18","0.1","-11420","12000","38.85","5","56","7","814","2","18","0.1","-15310","16250","38.1","9","28","7","814","0","20","0","0","0","43.7","0","61","0"
,"815","20","0","1","1075.375","0","48.25","119","0","8.1","815","10","10","0.5","-58.25","2950","34.05","62","64","8.1","815","0","20","0","0","0","49.75","0","84","0","815","2","18","0.1","-6695","8500","53.35","17","63","9.5","815","2","18","0.1","-11450","12000","38.85","5","56","7","815","2","18","0.1","-15350","16250","38.1","9","28","7","815","0","20","0","0","0","43.7","0","61","0"
,"816","20","0","1","1075.375","0","48.25","119","0","8.1","816","10","10","0.5","-63.25","2950","34.05","62","64","8.1","816","0","20","0","0","0","49.75","0","84","0","816","2","18","0.1","-6715","8500","53.35","17","63","9.5","816","2","18","0.1","-11480","12000","38.85","5","56","7","816","2","18","0.1","-15390","16250","38.1","9","28","7","816","0","20","0","0","0","43.7","0","61","0"
,"817","20","0","1","1075.375","0","48.25","119","0","8.1","817","10","10","0.5","-68.25","2950","34.05","62","64","8.1","817","0","20","0","0","0","49.75","0","84","0","817","2","18","0.1","-6735","8500","53.35","17","63","9.5","817","2","18","0.1","-11260","12250","38.85","5","56","7","817","2","18","0.1","-15430","16250","38.1","9","28","7","817","0","20","0","0","0","43.7","0","61","0"
,"818","20","0","1","1075.375","0","48.25","119","0","8.1","818","10","10","0.5","-73.25","2950","34.05","62","64","8.1","818","0","20","0","0","0","49.75","0","84","0","818","2","18","0.1","-6755","8500","53.35","17","63","9.5","818","2","18","0.1","-11290","12250","38.85","5","56","7","818","2","18","0.1","-15470","16250","38.1","9","28","7","818","0","20","0","0","0","43.7","0","61","0"
,"819","20","0","1","1075.375","0","48.25","119","0","8.1","819","9","11","0.45","-86.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","819","0","20","0","0","0","49.75","0","84","0","819","2","18","0.1","-6775","8500","53.35","17","63","9.5","819","2","18","0.1","-11320","12250","38.85","5","56","7","819","2","18","0.1","-15510","16250","38.1","9","28","7","819","0","20","0","0","0","43.7","0","61","0"
,"820","20","0","1","1075.375","0","48.25","119","0","8.1","820","9","11","0.45","-91.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","820","0","20","0","0","0","49.75","0","84","0","820","2","18","0.1","-6795","8500","53.35","17","63","9.5","820","2","18","0.1","-11350","12250","38.85","5","56","7","820","2","18","0.1","-15550","16250","38.1","9","28","7","820","0","20","0","0","0","43.7","0","61","0"
,"821","20","0","1","1075.375","0","48.25","119","0","8.1","821","9","11","0.45","-96.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","821","0","20","0","0","0","49.75","0","84","0","821","2","18","0.1","-6815","8500","53.35","17","63","9.5","821","2","18","0.1","-11380","12250","38.85","5","56","7","821","2","18","0.1","-15590","16250","38.1","9","28","7","821","0","20","0","0","0","43.7","0","61","0"
,"822","20","0","1","1075.375","0","48.25","119","0","8.1","822","9","11","0.45","-101.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","822","0","20","0","0","0","49.75","0","84","0","822","2","18","0.1","-6835","8500","53.35","17","63","9.5","822","2","18","0.1","-11410","12250","38.85","5","56","7","822","2","18","0.1","-15630","16250","38.1","9","28","7","822","0","20","0","0","0","43.7","0","61","0"
,"823","20","0","1","1075.375","0","48.25","119","0","8.1","823","9","11","0.45","-106.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","823","0","20","0","0","0","49.75","0","84","0","823","2","18","0.1","-6855","8500","53.35","17","63","9.5","823","2","18","0.1","-11440","12250","38.85","5","56","7","823","2","18","0.1","-15670","16250","38.1","9","28","7","823","0","20","0","0","0","43.7","0","61","0"
,"824","20","0","1","1075.375","0","48.25","119","0","8.1","824","9","11","0.45","-111.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","824","0","20","0","0","0","49.75","0","84","0","824","2","18","0.1","-6875","8500","53.35","17","63","9.5","824","2","18","0.1","-11470","12250","38.85","5","56","7","824","2","18","0.1","-15710","16250","38.1","9","28","7","824","0","20","0","0","0","43.7","0","61","0"
,"825","20","0","1","1075.375","0","48.25","119","0","8.1","825","9","11","0.45","-116.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","825","0","20","0","0","0","49.75","0","84","0","825","2","18","0.1","-6895","8500","53.35","17","63","9.5","825","2","18","0.1","-11500","12250","38.85","5","56","7","825","2","18","0.1","-15750","16250","38.1","9","28","7","825","0","20","0","0","0","43.7","0","61","0"
,"826","20","0","1","1075.375","0","48.25","119","0","8.1","826","9","11","0.45","-121.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","826","0","20","0","0","0","49.75","0","84","0","826","2","18","0.1","-6915","8500","53.35","17","63","9.5","826","2","18","0.1","-11530","12250","38.85","5","56","7","826","2","18","0.1","-15540","16500","38.1","9","28","7","826","0","20","0","0","0","43.7","0","61","0"
,"827","20","0","1","1075.375","0","48.25","119","0","8.1","827","9","11","0.45","-126.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","827","0","20","0","0","0","49.75","0","84","0","827","2","18","0.1","-6935","8500","53.35","17","63","9.5","827","2","18","0.1","-11560","12250","38.85","5","56","7","827","2","18","0.1","-15580","16500","38.1","9","28","7","827","0","20","0","0","0","43.7","0","61","0"
,"828","20","0","1","1075.375","0","48.25","119","0","8.1","828","9","11","0.45","-131.38888888888889","2944.4444444444443","34.05","58","68","8.11111111111111","828","0","20","0","0","0","49.75","0","84","0","828","2","18","0.1","-6955","8500","53.35","17","63","9.5","828","2","18","0.1","-11590","12250","38.85","5","56","7","828","2","18","0.1","-15620","16500","38.1","9","28","7","828","0","20","0","0","0","43.7","0","61","0"
,"829","20","0","1","1075.375","0","48.25","119","0","8.1","829","8","12","0.4","-153.125","2937.5","34.05","48","78","8","829","0","20","0","0","0","49.75","0","84","0","829","2","18","0.1","-6975","8500","53.35","17","63","9.5","829","2","18","0.1","-11620","12250","38.85","5","56","7","829","2","18","0.1","-15660","16500","38.1","9","28","7","829","0","20","0","0","0","43.7","0","61","0"
,"830","20","0","1","1075.375","0","48.25","119","0","8.1","830","8","12","0.4","-158.125","2937.5","34.05","48","78","8.125","830","0","20","0","0","0","49.75","0","84","0","830","2","18","0.1","-6995","8500","53.35","17","63","9.5","830","2","18","0.1","-11650","12250","38.85","5","56","7","830","2","18","0.1","-15700","16500","38.1","9","28","7","830","0","20","0","0","0","43.7","0","61","0"
,"831","20","0","1","1075.375","0","48.25","119","0","8.1","831","7","13","0.35","-185.71428571428572","2928.5714285714284","34.05","41","85","8","831","0","20","0","0","0","49.75","0","84","0","831","2","18","0.1","-7015","8500","53.35","17","63","9.5","831","2","18","0.1","-11680","12250","38.85","5","56","7","831","2","18","0.1","-15740","16500","38.1","9","28","7","831","0","20","0","0","0","43.7","0","61","0"
,"832","20","0","1","1075.375","0","48.25","119","0","8.1","832","7","13","0.35","-190.71428571428572","2928.5714285714284","34.05","41","85","8","832","0","20","0","0","0","49.75","0","84","0","832","2","18","0.1","-7035","8500","53.35","17","63","9.5","832","2","18","0.1","-11710","12250","38.85","5","56","7","832","2","18","0.1","-15780","16500","38.1","9","28","7","832","0","20","0","0","0","43.7","0","61","0"
,"833","20","0","1","1075.375","0","48.25","119","0","8.1","833","7","13","0.35","-195.71428571428572","2928.5714285714284","34.05","41","85","8","833","0","20","0","0","0","49.75","0","84","0","833","2","18","0.1","-7055","8500","53.35","17","63","9.5","833","2","18","0.1","-11740","12250","38.85","5","56","7","833","2","18","0.1","-15820","16500","38.1","9","28","7","833","0","20","0","0","0","43.7","0","61","0"
,"834","20","0","1","1075.375","0","48.25","119","0","8.1","834","7","13","0.35","-200.71428571428572","2928.5714285714284","34.05","41","85","8","834","0","20","0","0","0","49.75","0","84","0","834","2","18","0.1","-7075","8500","53.35","17","63","9.5","834","2","18","0.1","-11520","12500","38.85","5","56","7","834","2","18","0.1","-15860","16500","38.1","9","28","7.5","834","0","20","0","0","0","43.7","0","61","0"
,"835","20","0","1","1075.375","0","48.25","119","0","8.1","835","7","13","0.35","-205.71428571428572","2928.5714285714284","34.05","41","85","8","835","0","20","0","0","0","49.75","0","84","0","835","2","18","0.1","-7095","8500","53.35","17","63","9.5","835","2","18","0.1","-11550","12500","38.85","5","56","7","835","2","18","0.1","-15900","16500","38.1","9","28","7.5","835","0","20","0","0","0","43.7","0","61","0"
,"836","20","0","1","1075.375","0","48.25","119","0","8.1","836","7","13","0.35","-210.71428571428572","2928.5714285714284","34.05","41","85","8","836","0","20","0","0","0","49.75","0","84","0","836","2","18","0.1","-6865","8750","53.35","17","63","9.5","836","2","18","0.1","-11580","12500","38.85","5","56","7","836","2","18","0.1","-15940","16500","38.1","9","28","7.5","836","0","20","0","0","0","43.7","0","61","0"
,"837","20","0","1","1075.375","0","48.25","119","0","8.1","837","7","13","0.35","-215.71428571428572","2928.5714285714284","34.05","41","85","8","837","0","20","0","0","0","49.75","0","84","0","837","2","18","0.1","-6885","8750","53.35","17","63","9.5","837","2","18","0.1","-11610","12500","38.85","5","56","7","837","2","18","0.1","-15980","16500","38.1","9","28","7.5","837","0","20","0","0","0","43.7","0","61","0"
,"838","20","0","1","1075.375","0","48.25","119","0","8.1","838","7","13","0.35","-220.71428571428572","2928.5714285714284","34.05","41","85","8","838","0","20","0","0","0","49.75","0","84","0","838","2","18","0.1","-6905","8750","53.35","17","63","9.5","838","2","18","0.1","-11640","12500","38.85","5","56","7","838","2","18","0.1","-15770","16750","38.1","9","28","7.5","838","0","20","0","0","0","43.7","0","61","0"
,"839","20","0","1","1075.375","0","48.25","119","0","8.1","839","7","13","0.35","-225.71428571428572","2928.5714285714284","34.05","41","85","8","839","0","20","0","0","0","49.75","0","84","0","839","2","18","0.1","-6925","8750","53.35","17","63","9.5","839","2","18","0.1","-11670","12500","38.85","5","56","7","839","2","18","0.1","-15810","16750","38.1","9","28","7.5","839","0","20","0","0","0","43.7","0","61","0"
,"840","20","0","1","1075.375","0","48.25","119","0","8.1","840","7","13","0.35","-230.71428571428572","2928.5714285714284","34.05","41","85","8","840","0","20","0","0","0","49.75","0","84","0","840","2","18","0.1","-6945","8750","53.35","17","63","9.5","840","2","18","0.1","-11700","12500","38.85","5","56","7","840","2","18","0.1","-15850","16750","38.1","9","28","7.5","840","0","20","0","0","0","43.7","0","61","0"
,"841","20","0","1","1075.375","0","48.25","119","0","8.1","841","7","13","0.35","-235.71428571428572","2928.5714285714284","34.05","41","85","8","841","0","20","0","0","0","49.75","0","84","0","841","2","18","0.1","-6965","8750","53.35","17","63","9.5","841","2","18","0.1","-11730","12500","38.85","5","56","7","841","2","18","0.1","-15890","16750","38.1","9","28","7.5","841","0","20","0","0","0","43.7","0","61","0"
,"842","20","0","1","1075.375","0","48.25","119","0","8.1","842","7","13","0.35","-240.71428571428572","2928.5714285714284","34.05","41","85","8","842","0","20","0","0","0","49.75","0","84","0","842","2","18","0.1","-6985","8750","53.35","17","63","9.5","842","2","18","0.1","-11760","12500","38.85","5","56","7","842","2","18","0.1","-15930","16750","38.1","9","28","7.5","842","0","20","0","0","0","43.7","0","61","0"
,"843","20","0","1","1075.375","0","48.25","119","0","8.1","843","7","13","0.35","-245.71428571428572","2928.5714285714284","34.05","41","85","8","843","0","20","0","0","0","49.75","0","84","0","843","2","18","0.1","-7005","8750","53.35","17","63","9.5","843","2","18","0.1","-11790","12500","38.85","5","56","7","843","2","18","0.1","-15970","16750","38.1","9","28","7.5","843","0","20","0","0","0","43.7","0","61","0"
,"844","20","0","1","1075.375","0","48.25","119","0","8.1","844","7","13","0.35","-250.71428571428572","2928.5714285714284","34.05","41","85","8","844","0","20","0","0","0","49.75","0","84","0","844","2","18","0.1","-7025","8750","53.35","17","63","9.5","844","2","18","0.1","-11820","12500","38.85","5","56","7","844","2","18","0.1","-16010","16750","38.1","9","28","7.5","844","0","20","0","0","0","43.7","0","61","0"
,"845","20","0","1","1075.375","0","48.25","119","0","8.1","845","7","13","0.35","-255.71428571428572","2928.5714285714284","34.05","41","85","8","845","0","20","0","0","0","49.75","0","84","0","845","2","18","0.1","-7045","8750","53.35","17","63","9.5","845","2","18","0.1","-11850","12500","38.85","5","56","7","845","2","18","0.1","-16050","16750","38.1","9","28","7.5","845","0","20","0","0","0","43.7","0","61","0"
,"846","20","0","1","1075.375","0","48.25","119","0","8.1","846","7","13","0.35","-260.7142857142857","2928.5714285714284","34.05","41","85","8","846","0","20","0","0","0","49.75","0","84","0","846","2","18","0.1","-7065","8750","53.35","17","63","9.5","846","2","18","0.1","-11880","12500","38.85","5","56","7","846","2","18","0.1","-16090","16750","38.1","9","28","7.5","846","0","20","0","0","0","43.7","0","61","0"
,"847","20","0","1","1075.375","0","48.25","119","0","8.1","847","7","13","0.35","-265.7142857142857","2928.5714285714284","34.05","41","85","8","847","0","20","0","0","0","49.75","0","84","0","847","2","18","0.1","-7085","8750","53.35","17","63","9.5","847","2","18","0.1","-11910","12500","38.85","5","56","7","847","2","18","0.1","-16130","16750","38.1","9","28","7.5","847","0","20","0","0","0","43.7","0","61","0"
,"848","20","0","1","1075.375","0","48.25","119","0","8.1","848","7","13","0.35","-270.7142857142857","2928.5714285714284","34.05","41","85","8","848","0","20","0","0","0","49.75","0","84","0","848","2","18","0.1","-7105","8750","53.35","17","63","9.5","848","2","18","0.1","-11940","12500","38.85","5","56","7","848","2","18","0.1","-16170","16750","38.1","9","28","7.5","848","0","20","0","0","0","43.7","0","61","0"
,"849","20","0","1","1075.375","0","48.25","119","0","8.1","849","7","13","0.35","-275.7142857142857","2928.5714285714284","34.05","41","85","8","849","0","20","0","0","0","49.75","0","84","0","849","2","18","0.1","-7125","8750","53.35","17","63","9.5","849","2","18","0.1","-11970","12500","38.85","5","56","7","849","2","18","0.1","-16210","16750","38.1","9","28","7.5","849","0","20","0","0","0","43.7","0","61","0"
,"850","20","0","1","1075.375","0","48.25","119","0","8.1","850","7","13","0.35","-280.7142857142857","2928.5714285714284","34.05","41","85","8","850","0","20","0","0","0","49.75","0","84","0","850","2","18","0.1","-7145","8750","53.35","17","63","9.5","850","2","18","0.1","-12000","12500","38.85","5","56","7","850","2","18","0.1","-16250","16750","38.1","9","28","7.5","850","0","20","0","0","0","43.7","0","61","0"
,"851","20","0","1","1075.375","0","48.25","119","0","8.1","851","7","13","0.35","-285.7142857142857","2928.5714285714284","34.05","41","85","8","851","0","20","0","0","0","49.75","0","84","0","851","2","18","0.1","-7165","8750","53.35","17","63","9.5","851","2","18","0.1","-11780","12750","38.85","5","56","7","851","2","18","0.1","-16040","17000","38.1","9","28","7.5","851","0","20","0","0","0","43.7","0","61","0"
,"852","20","0","1","1075.375","0","48.25","119","0","8.1","852","7","13","0.35","-219.28571428571428","3000","34.05","41","85","8","852","0","20","0","0","0","49.75","0","84","0","852","2","18","0.1","-7185","8750","53.35","17","63","9.5","852","2","18","0.1","-11810","12750","38.85","5","56","7","852","2","18","0.1","-16080","17000","38.1","9","28","7.5","852","0","20","0","0","0","43.7","0","61","0"
,"853","20","0","1","1075.375","0","48.25","119","0","8.1","853","7","13","0.35","-224.28571428571428","3000","34.05","41","85","8","853","0","20","0","0","0","49.75","0","84","0","853","2","18","0.1","-7205","8750","53.35","17","63","9.5","853","2","18","0.1","-11840","12750","38.85","5","56","7","853","2","18","0.1","-16120","17000","38.1","9","28","7.5","853","0","20","0","0","0","43.7","0","61","0"
,"854","20","0","1","1075.375","0","48.25","119","0","8.1","854","7","13","0.35","-229.28571428571428","3000","34.05","41","85","8","854","0","20","0","0","0","49.75","0","84","0","854","2","18","0.1","-7225","8750","53.35","17","63","9.5","854","2","18","0.1","-11870","12750","38.85","5","56","7","854","2","18","0.1","-16160","17000","38.1","9","28","7.5","854","0","20","0","0","0","43.7","0","61","0"
,"855","20","0","1","1075.375","0","48.25","119","0","8.1","855","7","13","0.35","-234.28571428571428","3000","34.05","41","85","8","855","0","20","0","0","0","49.75","0","84","0","855","2","18","0.1","-7245","8750","53.35","17","63","9.5","855","2","18","0.1","-11900","12750","38.85","5","56","7","855","2","18","0.1","-16200","17000","38.1","9","28","7.5","855","0","20","0","0","0","43.7","0","61","0"
,"856","20","0","1","1075.375","0","48.25","119","0","8.1","856","7","13","0.35","-239.28571428571428","3000","34.05","41","85","8","856","0","20","0","0","0","49.75","0","84","0","856","2","18","0.1","-7265","8750","53.35","17","63","9.5","856","2","18","0.1","-11930","12750","38.85","5","56","7","856","2","18","0.1","-16240","17000","38.1","9","28","7.5","856","0","20","0","0","0","43.7","0","61","0"
,"857","20","0","1","1075.375","0","48.25","119","0","8.1","857","7","13","0.35","-244.28571428571428","3000","34.05","41","85","8","857","0","20","0","0","0","49.75","0","84","0","857","2","18","0.1","-7285","8750","53.35","17","63","9.5","857","2","18","0.1","-11960","12750","38.85","5","56","7","857","2","18","0.1","-16280","17000","38.1","9","28","7.5","857","0","20","0","0","0","43.7","0","61","0"
,"858","20","0","1","1075.375","0","48.25","119","0","8.1","858","7","13","0.35","-249.28571428571428","3000","34.05","41","85","8","858","0","20","0","0","0","49.75","0","84","0","858","2","18","0.1","-7305","8750","53.35","17","63","9.5","858","2","18","0.1","-11990","12750","38.85","5","56","7","858","2","18","0.1","-16320","17000","38.1","9","28","7.5","858","0","20","0","0","0","43.7","0","61","0"
,"859","20","0","1","1075.375","0","48.25","119","0","8.1","859","7","13","0.35","-254.28571428571428","3000","34.05","41","85","8","859","0","20","0","0","0","49.75","0","84","0","859","2","18","0.1","-7325","8750","53.35","17","63","9.5","859","2","18","0.1","-12020","12750","38.85","5","56","7","859","2","18","0.1","-16360","17000","38.1","9","28","7.5","859","0","20","0","0","0","43.7","0","61","0"
,"860","20","0","1","1075.375","0","48.25","119","0","8.1","860","7","13","0.35","-259.2857142857143","3000","34.05","41","85","8","860","0","20","0","0","0","49.75","0","84","0","860","2","18","0.1","-7345","8750","53.35","17","63","9.5","860","2","18","0.1","-12050","12750","38.85","5","56","7","860","2","18","0.1","-16400","17000","38.1","9","28","7.5","860","0","20","0","0","0","43.7","0","61","0"
,"861","20","0","1","1075.375","0","48.25","119","0","8.1","861","7","13","0.35","-264.2857142857143","3000","34.05","41","85","8","861","0","20","0","0","0","49.75","0","84","0","861","2","18","0.1","-7115","9000","53.35","17","63","9.5","861","2","18","0.1","-12080","12750","38.85","5","56","7","861","2","18","0.1","-16440","17000","38.1","9","28","7.5","861","0","20","0","0","0","43.7","0","61","0"
,"862","20","0","1","1075.375","0","48.25","119","0","8.1","862","7","13","0.35","-269.2857142857143","3000","34.05","41","85","8","862","0","20","0","0","0","49.75","0","84","0","862","2","18","0.1","-7135","9000","53.35","17","63","9.5","862","2","18","0.1","-12110","12750","38.85","5","56","7","862","2","18","0.1","-16480","17000","38.1","9","28","8","862","0","20","0","0","0","43.7","0","61","0"
,"863","20","0","1","1075.375","0","48.25","119","0","8.1","863","7","13","0.35","-274.2857142857143","3000","34.05","41","85","8","863","0","20","0","0","0","49.75","0","84","0","863","2","18","0.1","-7155","9000","53.35","17","63","9.5","863","2","18","0.1","-12140","12750","38.85","5","56","7","863","2","18","0.1","-16270","17250","38.1","9","28","8","863","0","20","0","0","0","43.7","0","61","0"
,"864","20","0","1","1075.375","0","48.25","119","0","8.1","864","7","13","0.35","-279.2857142857143","3000","34.05","41","85","8","864","0","20","0","0","0","49.75","0","84","0","864","2","18","0.1","-7175","9000","53.35","17","63","9.5","864","2","18","0.1","-12170","12750","38.85","5","56","7","864","2","18","0.1","-16310","17250","38.1","9","28","8","864","0","20","0","0","0","43.7","0","61","0"
,"865","20","0","1","1075.375","0","48.25","119","0","8.1","865","7","13","0.35","-284.2857142857143","3000","34.05","41","85","8","865","0","20","0","0","0","49.75","0","84","0","865","2","18","0.1","-7195","9000","53.35","17","63","9.5","865","2","18","0.1","-12200","12750","38.85","5","56","7","865","2","18","0.1","-16350","17250","38.1","9","28","8","865","0","20","0","0","0","43.7","0","61","0"
,"866","20","0","1","1075.375","0","48.25","119","0","8.1","866","7","13","0.35","-289.2857142857143","3000","34.05","41","85","8","866","0","20","0","0","0","49.75","0","84","0","866","2","18","0.1","-7215","9000","53.35","17","63","9.5","866","2","18","0.1","-12230","12750","38.85","5","56","7","866","2","18","0.1","-16390","17250","38.1","9","28","8","866","0","20","0","0","0","43.7","0","61","0"
,"867","20","0","1","1075.375","0","48.25","119","0","8.1","867","7","13","0.35","-294.2857142857143","3000","34.05","41","85","8","867","0","20","0","0","0","49.75","0","84","0","867","2","18","0.1","-7235","9000","53.35","17","63","9.5","867","2","18","0.1","-12010","13000","38.85","5","56","7","867","2","18","0.1","-16430","17250","38.1","9","28","8","867","0","20","0","0","0","43.7","0","61","0"
,"868","20","0","1","1075.375","0","48.25","119","0","8.1","868","7","13","0.35","-299.2857142857143","3000","34.05","41","85","8","868","0","20","0","0","0","49.75","0","84","0","868","2","18","0.1","-7255","9000","53.35","17","63","9.5","868","2","18","0.1","-12040","13000","38.85","5","56","7","868","2","18","0.1","-16470","17250","38.1","9","28","8","868","0","20","0","0","0","43.7","0","61","0"
,"869","20","0","1","1075.375","0","48.25","119","0","8.1","869","7","13","0.35","-304.2857142857143","3000","34.05","41","85","8","869","0","20","0","0","0","49.75","0","84","0","869","2","18","0.1","-7275","9000","53.35","17","63","9.5","869","2","18","0.1","-12070","13000","38.85","5","56","7","869","2","18","0.1","-16510","17250","38.1","9","28","8","869","0","20","0","0","0","43.7","0","61","0"
,"870","20","0","1","1075.375","0","48.25","119","0","8.1","870","7","13","0.35","-309.2857142857143","3000","34.05","41","85","8","870","0","20","0","0","0","49.75","0","84","0","870","2","18","0.1","-7295","9000","53.35","17","63","9.5","870","2","18","0.1","-12100","13000","38.85","5","56","7","870","2","18","0.1","-16550","17250","38.1","9","28","8","870","0","20","0","0","0","43.7","0","61","0"
,"871","20","0","1","1075.375","0","48.25","119","0","8.1","871","7","13","0.35","-314.2857142857143","3000","34.05","41","85","8","871","0","20","0","0","0","49.75","0","84","0","871","2","18","0.1","-7315","9000","53.35","17","63","9.5","871","2","18","0.1","-12130","13000","38.85","5","56","7","871","2","18","0.1","-16590","17250","38.1","9","28","8","871","0","20","0","0","0","43.7","0","61","0"
,"872","20","0","1","1075.375","0","48.25","119","0","8.1","872","7","13","0.35","-319.2857142857143","3000","34.05","41","85","8","872","0","20","0","0","0","49.75","0","84","0","872","2","18","0.1","-7335","9000","53.35","17","63","9.5","872","2","18","0.1","-12160","13000","38.85","5","56","7","872","2","18","0.1","-16630","17250","38.1","9","28","8","872","0","20","0","0","0","43.7","0","61","0"
,"873","20","0","1","1075.375","0","48.25","119","0","8.1","873","7","13","0.35","-324.2857142857143","3000","34.05","41","85","8","873","0","20","0","0","0","49.75","0","84","0","873","2","18","0.1","-7355","9000","53.35","17","63","9.5","873","2","18","0.1","-12190","13000","38.85","5","56","7","873","2","18","0.1","-16670","17250","38.1","9","28","8","873","0","20","0","0","0","43.7","0","61","0"
,"874","20","0","1","1075.375","0","48.25","119","0","8.1","874","7","13","0.35","-329.2857142857143","3000","34.05","41","85","8","874","0","20","0","0","0","49.75","0","84","0","874","2","18","0.1","-7375","9000","53.35","17","63","9.5","874","2","18","0.1","-12220","13000","38.85","5","56","7","874","2","18","0.1","-16710","17250","38.1","9","28","8","874","0","20","0","0","0","43.7","0","61","0"
,"875","20","0","1","1075.375","0","48.25","119","0","8.1","875","7","13","0.35","-334.2857142857143","3000","34.05","41","85","8","875","0","20","0","0","0","49.75","0","84","0","875","2","18","0.1","-7395","9000","53.35","17","63","9.5","875","2","18","0.1","-12250","13000","38.85","5","56","7","875","2","18","0.1","-16750","17250","38.1","9","28","8","875","0","20","0","0","0","43.7","0","61","0"
,"876","20","0","1","1075.375","0","48.25","119","0","8.1","876","7","13","0.35","-339.2857142857143","3000","34.05","41","85","8","876","0","20","0","0","0","49.75","0","84","0","876","2","18","0.1","-7415","9000","53.35","17","63","9.5","876","2","18","0.1","-12280","13000","38.85","5","56","7","876","2","18","0.1","-16540","17500","38.1","9","28","8","876","0","20","0","0","0","43.7","0","61","0"
,"877","20","0","1","1075.375","0","48.25","119","0","8.1","877","7","13","0.35","-344.2857142857143","3000","34.05","41","85","8","877","0","20","0","0","0","49.75","0","84","0","877","2","18","0.1","-7435","9000","53.35","17","63","9.5","877","2","18","0.1","-12310","13000","38.85","5","56","7","877","2","18","0.1","-16580","17500","38.1","9","28","8","877","0","20","0","0","0","43.7","0","61","0"
,"878","20","0","1","1075.375","0","48.25","119","0","8.1","878","7","13","0.35","-349.2857142857143","3000","34.05","41","85","8","878","0","20","0","0","0","49.75","0","84","0","878","2","18","0.1","-7455","9000","53.35","17","63","9.5","878","2","18","0.1","-12340","13000","38.85","5","56","7","878","2","18","0.1","-16620","17500","38.1","9","28","8","878","0","20","0","0","0","43.7","0","61","0"
,"879","20","0","1","1075.375","0","48.25","119","0","8.1","879","7","13","0.35","-354.2857142857143","3000","34.05","41","85","8","879","0","20","0","0","0","49.75","0","84","0","879","2","18","0.1","-7475","9000","53.35","17","63","9.5","879","2","18","0.1","-12370","13000","38.85","5","56","7","879","2","18","0.1","-16660","17500","38.1","9","28","8","879","0","20","0","0","0","43.7","0","61","0"
,"880","20","0","1","1075.375","0","48.25","119","0","8.1","880","7","13","0.35","-359.2857142857143","3000","34.05","41","85","8","880","0","20","0","0","0","49.75","0","84","0","880","2","18","0.1","-7495","9000","53.35","17","63","9.5","880","2","18","0.1","-12400","13000","38.85","5","56","7","880","2","18","0.1","-16700","17500","38.1","9","28","8","880","0","20","0","0","0","43.7","0","61","0"
