[run number],operating-cost,[reporter],[final],[min],[max],[mean],[total steps]
1,0,[step],1000,0,1000,500,1000
1,,count sellers,20,20,20,20,1000
1,,exited-sellers,0,0,0,0,1000
1,,survival-rate,1,1,1,1,1000
1,,mean-cash,1106.5,1000,1106.5,1106.126873126873,1000
1,,mean-debt,0,0,0,0,1000
1,,mean-buyer-budget,43,43,641.75,45.086663336663335,1000
1,,count offers,124,24,124,78.46353646353646,1000
1,,link-loss,0,0,0,0,1000
1,,mean-complexity,8,3.5,8,6.472027972027988,1000
2,0,[step],1000,0,1000,500,1000
2,,count sellers,20,20,20,20,1000
2,,exited-sellers,0,0,0,0,1000
2,,survival-rate,1,1,1,1,1000
2,,mean-cash,1111375,1000,1111375,1110.955044955045,1000
2,,mean-debt,0,0,0,0,1000
2,,mean-buyer-budget,35.8,35.8,625.8,38.04900099900096,1000
2,,count offers,125,13,125,76.07192807192807,1000
2,,link-loss,0,0,0,0,1000
2,,mean-complexity,8.45,3.95,8.45,6.9446053946053485,1000
3,0,[step],1000,0,1000,500,1000
3,,count sellers,20,20,20,20,1000
3,,exited-sellers,0,0,0,0,1000
3,,survival-rate,1,1,1,1,1000
3,,mean-cash,1126,1000,1126,1125.4957542457541,1000
3,,mean-debt,0,0,0,0,1000
3,,mean-buyer-budget,36.7,36.7,606.7,38.79915084915083,1000
3,,count offers,111,20,111,78.9080919080919,1000
3,,link-loss,0,0,0,0,1000
3,,mean-complexity,7.8,3.45,7.8,6.414435564435539,1000
4,0,[step],1000,0,1000,500,1000
4,,count sellers,20,20,20,20,1000
4,,exited-sellers,0,0,0,0,1000
4,,survival-rate,1,1,1,1,1000
4,,mean-cash,1052.5,1000,1052.5,1052.2857142857142,1000
4,,mean-debt,0,0,0,0,1000
4,,mean-buyer-budget,39.95,39.95,508.7,41.525924075923854,1000
4,,count offers,114,8,114,62.00999000999001,1000
4,,link-loss,0,0,0,0,1000
4,,mean-complexity,8.4,4.1,8.4,6.609640359640376,1000
5,0,[step],1000,0,1000,500,1000
5,,count sellers,20,20,20,20,1000
5,,exited-sellers,0,0,0,0,1000
5,,survival-rate,1,1,1,1,1000
5,,mean-cash,1120.75,1000,1120.75,1120.2925824175825,1000
5,,mean-debt,0,0,0,0,1000
5,,mean-buyer-budget,40.65,40.65,630.65,42.81158841158925,1000
5,,count offers,145,22,145,90.8881118881119,1000
5,,link-loss,0,0,0,0,1000
5,,mean-complexity,8.75,4.5,8.75,7.131718281718276,1000
6,0,[step],1000,0,1000,500,1000
6,,count sellers,20,20,20,20,1000
6,,exited-sellers,0,0,0,0,1000
6,,survival-rate,1,1,1,1,1000
6,,mean-cash,1163.5,1000,1163.5,1162.8702547452547,1000
6,,mean-debt,0,0,0,0,1000
6,,mean-buyer-budget,44.9,44.9,589.9,46.99915084915175,1000
6,,count offers,157,36,157,107.53246753246754,1000
6,,link-loss,0,0,0,0,1000
6,,mean-complexity,8.5,4.05,8.5,7.263486513486538,1000
7,0,[step],1000,0,1000,500,1000
7,,count sellers,20,20,20,20,1000
7,,exited-sellers,0,0,0,0,1000
7,,survival-rate,1,1,1,1,1000
7,,mean-cash,1000,1000,1000,1000,1000
7,,mean-debt,0,0,0,0,1000
7,,mean-buyer-budget,56.35,56.35,598.85,58.35049950049849,1000
7,,count offers,100,0,100,48.91608391608391,1000
7,,link-loss,0,0,0,0,1000
7,,mean-complexity,7.5,3.35,7.5,5.878771228771218,1000
8,0,[step],1000,0,1000,500,1000
8,,count sellers,20,20,20,20,1000
8,,exited-sellers,0,0,0,0,1000
8,,survival-rate,1,1,1,1,1000
8,,mean-cash,1153,1000,1153,1152.4174575424574,1000
8,,mean-debt,0,0,0,0,1000
8,,mean-buyer-budget,43.05,43.05,596.8,45.11668331668376,1000
8,,count offers,134,17,134,87.28571428571429,1000
8,,link-loss,0,0,0,0,1000
8,,mean-complexity,8.5,3.7,8.5,6.747302697302714,1000
9,0,[step],1000,0,1000,500,1000
9,,count sellers,20,20,20,20,1000
9,,exited-sellers,0,0,0,0,1000
9,,survival-rate,1,1,1,1,1000
9,,mean-cash,1039.75,1000,1039.75,1039.6091408591408,1000
9,,mean-debt,0,0,0,0,1000
9,,mean-buyer-budget,46.55,46.55,585.3,48.411888111888736,1000
9,,count offers,114,11,114,66.9050949050949,1000
9,,link-loss,0,0,0,0,1000
9,,mean-complexity,8.3,4.15,8.3,6.847602397602384,1000
10,0,[step],1000,0,1000,500,1000
10,,count sellers,20,20,20,20,1000
10,,exited-sellers,0,0,0,0,1000
10,,survival-rate,1,1,1,1,1000
10,,mean-cash,1045,1000,1045,1044.8201798201799,1000
10,,mean-debt,0,0,0,0,1000
10,,mean-buyer-budget,35.25,35.25,585.25,37.141858141858144,1000
10,,count offers,116,10,116,66.97202797202797,1000
10,,link-loss,0,0,0,0,1000
10,,mean-complexity,8.25,3.95,8.25,6.686563436563447,1000
11,0,[step],1000,0,1000,500,1000
11,,count sellers,20,20,20,20,1000
11,,exited-sellers,0,0,0,0,1000
11,,survival-rate,1,1,1,1,1000
11,,mean-cash,1168375,1000,1168375,1167.7066683316684,1000
11,,mean-debt,0,0,0,0,1000
11,,mean-buyer-budget,55.05,55.05,616.3,57.27777222777322,1000
11,,count offers,143,27,143,92.86813186813187,1000
11,,link-loss,0,0,0,0,1000
11,,mean-complexity,8.8,4.2,8.8,7.194655344655329,1000
12,0,[step],1000,0,1000,500,1000
12,,count sellers,20,20,20,20,1000
12,,exited-sellers,0,0,0,0,1000
12,,survival-rate,1,1,1,1,1000
12,,mean-cash,1068.25,1000,1068.25,1067.9753996003997,1000
12,,mean-debt,0,0,0,0,1000
12,,mean-buyer-budget,39.5,39.5,560.75,41.36438561438561,1000
12,,count offers,128,24,128,86.26373626373626,1000
12,,link-loss,0,0,0,0,1000
12,,mean-complexity,8.6,4.3,8.6,7.202747252747297,1000
13,0,[step],1000,0,1000,500,1000
13,,count sellers,20,20,20,20,1000
13,,exited-sellers,0,0,0,0,1000
13,,survival-rate,1,1,1,1,1000
13,,mean-cash,1156.75,1000,1156.75,1156.1712037962038,1000
13,,mean-debt,0,0,0,0,1000
13,,mean-buyer-budget,38.6,38.6,604.85,40.60424575424495,1000
13,,count offers,121,21,121,80.93806193806194,1000
13,,link-loss,0,0,0,0,1000
13,,mean-complexity,8.25,3.9,8.25,6.799050949050902,1000
14,0,[step],1000,0,1000,500,1000
14,,count sellers,20,20,20,20,1000
14,,exited-sellers,0,0,0,0,1000
14,,survival-rate,1,1,1,1,1000
14,,mean-cash,1111.75,1000,1111.75,1111.3532717282717,1000
14,,mean-debt,0,0,0,0,1000
14,,mean-buyer-budget,61.15,61.15,596.15,63.01563436563541,1000
14,,count offers,139,23,139,89.27772227772228,1000
14,,link-loss,0,0,0,0,1000
14,,mean-complexity,8.25,4.15,8.25,6.655594405594419,1000
15,0,[step],1000,0,1000,500,1000
15,,count sellers,20,20,20,20,1000
15,,exited-sellers,0,0,0,0,1000
15,,survival-rate,1,1,1,1,1000
15,,mean-cash,1087375,1000,1087375,1087.0591908091908,1000
15,,mean-debt,0,0,0,0,1000
15,,mean-buyer-budget,44.25,44.25,591.75,46.17682317682318,1000
15,,count offers,115,24,115,76.0949050949051,1000
15,,link-loss,0,0,0,0,1000
15,,mean-complexity,8,3.9,8,6.403496503496497,1000
16,0,[step],1000,0,1000,500,1000
16,,count sellers,20,20,20,20,1000
16,,exited-sellers,0,0,0,0,1000
16,,survival-rate,1,1,1,1,1000
16,,mean-cash,1082.5,1000,1082.5,1082.1253746253747,1000
16,,mean-debt,0,0,0,0,1000
16,,mean-buyer-budget,53.15,53.15,684.4,55.628771228772216,1000
16,,count offers,134,12,134,78.7002997002997,1000
16,,link-loss,0,0,0,0,1000
16,,mean-complexity,8.2,3.8,8.2,6.556943056943032,1000
17,0,[step],1000,0,1000,500,1000
17,,count sellers,20,20,20,20,1000
17,,exited-sellers,0,0,0,0,1000
17,,survival-rate,1,1,1,1,1000
17,,mean-cash,1109.5,1000,1109.5,1109.101023976024,1000
17,,mean-debt,0,0,0,0,1000
17,,mean-buyer-budget,48.25,48.25,563.25,49.985764235764236,1000
17,,count offers,123,25,123,78.18781218781218,1000
17,,link-loss,0,0,0,0,1000
17,,mean-complexity,8.45,4.7,8.45,7.170629370629339,1000
18,0,[step],1000,0,1000,500,1000
18,,count sellers,20,20,20,20,1000
18,,exited-sellers,0,0,0,0,1000
18,,survival-rate,1,1,1,1,1000
18,,mean-cash,1085.5,1000,1085.5,1085.2317682317682,1000
18,,mean-debt,0,0,0,0,1000
18,,mean-buyer-budget,42.9,42.9,484.15,44.299850149851,1000
18,,count offers,129,20,129,83.81518481518482,1000
18,,link-loss,0,0,0,0,1000
18,,mean-complexity,8.4,4.2,8.4,6.924125874125912,1000
19,0,[step],1000,0,1000,500,1000
19,,count sellers,20,20,20,20,1000
19,,exited-sellers,0,0,0,0,1000
19,,survival-rate,1,1,1,1,1000
19,,mean-cash,1124.5,1000,1124.5,1123.9530469530469,1000
19,,mean-debt,0,0,0,0,1000
19,,mean-buyer-budget,47,47,730.75,49.49125874125874,1000
19,,count offers,97,7,97,69.58141858141857,1000
19,,link-loss,0,0,0,0,1000
19,,mean-complexity,7.6,4.1,7.6,6.328721278721311,1000
20,0,[step],1000,0,1000,500,1000
20,,count sellers,20,20,20,20,1000
20,,exited-sellers,0,0,0,0,1000
20,,survival-rate,1,1,1,1,1000
20,,mean-cash,1126.75,1000,1126.75,1126.28996003996,1000
20,,mean-debt,0,0,0,0,1000
20,,mean-buyer-budget,28.75,28.75,551.25,30.526973026973028,1000
20,,count offers,121,20,121,88.63636363636364,1000
20,,link-loss,0,0,0,0,1000
20,,mean-complexity,8.3,4.45,8.3,7.125174825174853,1000
21,0,[step],1000,0,1000,500,1000
21,,count sellers,20,20,20,20,1000
21,,exited-sellers,0,0,0,0,1000
21,,survival-rate,1,1,1,1,1000
21,,mean-cash,1182.25,1000,1182.25,1181.5292207792209,1000
21,,mean-debt,0,0,0,0,1000
21,,mean-buyer-budget,38.15,38.15,645.65,40.55259740259821,1000
21,,count offers,135,23,135,83.53146853146853,1000
21,,link-loss,0,0,0,0,1000
21,,mean-complexity,8.5,4.25,8.5,6.846903096903086,1000
22,0,[step],1000,0,1000,500,1000
22,,count sellers,20,20,20,20,1000
22,,exited-sellers,0,0,0,0,1000
22,,survival-rate,1,1,1,1,1000
22,,mean-cash,1046.5,1000,1046.5,1046.2977022977022,1000
22,,mean-debt,0,0,0,0,1000
22,,mean-buyer-budget,47.35,47.35,608.6,49.43541458541366,1000
22,,count offers,120,5,120,71.07792207792208,1000
22,,link-loss,0,0,0,0,1000
22,,mean-complexity,8.15,4.2,8.15,6.611038961038957,1000
23,0,[step],1000,0,1000,500,1000
23,,count sellers,20,20,20,20,1000
23,,exited-sellers,0,0,0,0,1000
23,,survival-rate,1,1,1,1,1000
23,,mean-cash,1072,1000,1072,1071.7317682317682,1000
23,,mean-debt,0,0,0,0,1000
23,,mean-buyer-budget,41.65,41.65,581.65,43.549350649351496,1000
23,,count offers,128,16,128,76.96903096903097,1000
23,,link-loss,0,0,0,0,1000
23,,mean-complexity,8.35,3.9,8.35,6.781318681318698,1000
24,0,[step],1000,0,1000,500,1000
24,,count sellers,20,20,20,20,1000
24,,exited-sellers,0,0,0,0,1000
24,,survival-rate,1,1,1,1,1000
24,,mean-cash,1140.25,1000,1140.25,1139.7375124875125,1000
24,,mean-debt,0,0,0,0,1000
24,,mean-buyer-budget,45.5,45.5,613,47.50799200799201,1000
24,,count offers,153,41,153,106.87212787212788,1000
24,,link-loss,0,0,0,0,1000
24,,mean-complexity,9.1,4.55,9.1,7.653846153846154,1000
25,0,[step],1000,0,1000,500,1000
25,,count sellers,20,20,20,20,1000
25,,exited-sellers,0,0,0,0,1000
25,,survival-rate,1,1,1,1,1000
25,,mean-cash,1157125,1000,1157125,1156.5761738261738,1000
25,,mean-debt,0,0,0,0,1000
25,,mean-buyer-budget,35.05,35.05,558.8,36.87942057942045,1000
25,,count offers,145,28,145,98.1008991008991,1000
25,,link-loss,0,0,0,0,1000
25,,mean-complexity,8.55,4.05,8.55,6.9646853146852905,1000
26,0,[step],1000,0,1000,500,1000
26,,count sellers,20,20,20,20,1000
26,,exited-sellers,0,0,0,0,1000
26,,survival-rate,1,1,1,1,1000
26,,mean-cash,1084,1000,1084,1083.6313686313686,1000
26,,mean-debt,0,0,0,0,1000
26,,mean-buyer-budget,37.5,37.5,555,39.47802197802198,1000
26,,count offers,120,25,120,73.26073926073926,1000
26,,link-loss,0,0,0,0,1000
26,,mean-complexity,8.05,3.85,8.05,6.5171828171828015,1000
27,0,[step],1000,0,1000,500,1000
27,,count sellers,20,20,20,20,1000
27,,exited-sellers,0,0,0,0,1000
27,,survival-rate,1,1,1,1,1000
27,,mean-cash,1125.25,1000,1125.25,1124.8023226773228,1000
27,,mean-debt,0,0,0,0,1000
27,,mean-buyer-budget,39.75,39.75,701,42.116383616383615,1000
27,,count offers,123,23,123,79.04795204795205,1000
27,,link-loss,0,0,0,0,1000
27,,mean-complexity,8.3,3.75,8.3,6.6664835164835,1000
28,0,[step],1000,0,1000,500,1000
28,,count sellers,20,20,20,20,1000
28,,exited-sellers,0,0,0,0,1000
28,,survival-rate,1,1,1,1,1000
28,,mean-cash,1113.25,1000,1113.25,1112.821803196803,1000
28,,mean-debt,0,0,0,0,1000
28,,mean-buyer-budget,36.7,36.7,532.95,38.420779220779224,1000
28,,count offers,167,32,167,113.8061938061938,1000
28,,link-loss,0,0,0,0,1000
28,,mean-complexity,9,4.35,9,7.5979520479521,1000
29,0,[step],1000,0,1000,500,1000
29,,count sellers,20,20,20,20,1000
29,,exited-sellers,0,0,0,0,1000
29,,survival-rate,1,1,1,1,1000
29,,mean-cash,1013.5,1000,1013.5,1013.4535464535464,1000
29,,mean-debt,0,0,0,0,1000
29,,mean-buyer-budget,44.7,44.7,570.95,46.580619380618856,1000
29,,count offers,119,6,119,69.65734265734265,1000
29,,link-loss,0,0,0,0,1000
29,,mean-complexity,8.1,4,8.1,6.568131868131867,1000
30,0,[step],1000,0,1000,500,1000
30,,count sellers,20,20,20,20,1000
30,,exited-sellers,0,0,0,0,1000
30,,survival-rate,1,1,1,1,1000
30,,mean-cash,1082.5,1000,1082.5,1082.1508491508491,1000
30,,mean-debt,0,0,0,0,1000
30,,mean-buyer-budget,45.1,45.1,695.1,47.63121878121787,1000
30,,count offers,116,10,116,72.05594405594405,1000
30,,link-loss,0,0,0,0,1000
30,,mean-complexity,8.2,4.35,8.2,6.923926073926102,1000
31,5,[step],1000,0,1000,500,1000
31,,count sellers,7,7,20,16.8011988011988,1000
31,,exited-sellers,13,0,13,3.1988011988011986,1000
31,,survival-rate,0.35,0.35,1,0.8400599400599429,1000
31,,mean-cash,18.571428571428573,-8,1142.5,316.62091495195745,1000
31,,mean-debt,3714.285714285714,0,3714.285714285714,1581.5583378770164,1000
31,,mean-buyer-budget,43.2,43.2,683.2,45.81863136863088,1000
31,,count offers,50,14,96,57.582417582417584,1000
31,,link-loss,64,0,64,14.653346653346654,1000
31,,mean-complexity,8.428571428571429,3.75,8.5,6.670595094770943,1000
32,5,[step],1000,0,1000,500,1000
32,,count sellers,7,7,20,17.477522477522477,1000
32,,exited-sellers,13,0,13,2.5224775224775224,1000
32,,survival-rate,0.35,0.35,1,0.8738761238761259,1000
32,,mean-cash,68.57142857142857,48,1104.5,323.9636323855667,1000
32,,mean-debt,4000,0,4000,1679.9765800985135,1000
32,,mean-buyer-budget,42.95,42.95,519.2,44.53341658341618,1000
32,,count offers,50,44,118,80.31668331668331,1000
32,,link-loss,81,0,81,14.64935064935065,1000
32,,mean-complexity,8.428571428571429,4.5,8.428571428571429,7.139573609775478,1000
33,5,[step],1000,0,1000,500,1000
33,,count sellers,10,10,20,17.428571428571427,1000
33,,exited-sellers,10,0,10,2.5714285714285716,1000
33,,survival-rate,0.5,0.5,1,0.8714285714285672,1000
33,,mean-cash,57,51.81818181818182,1046.75,303.7230475984226,1000
33,,mean-debt,4000,0,4000,1724.246224970496,1000
33,,mean-buyer-budget,39.75,39.75,492.25,41.312187812187815,1000
33,,count offers,55,28,111,62.86513486513486,1000
33,,link-loss,70,0,70,18.226773226773226,1000
33,,mean-complexity,8.2,4.35,8.214285714285714,6.8380862352765766,1000
34,5,[step],1000,0,1000,500,1000
34,,count sellers,6,6,20,16.335664335664337,1000
34,,exited-sellers,14,0,14,3.664335664335664,1000
34,,survival-rate,0.3,0.3,1,0.8167832167832138,1000
34,,mean-cash,-498.3333333333333,-498.3333333333333,1027,144.41296853884197,1000
34,,mean-debt,3416.6666666666665,0,3416.6666666666665,1575.5565419151887,1000
34,,mean-buyer-budget,36.1,36.1,444.85,37.48861138861065,1000
34,,count offers,40,32,109,64.22877122877122,1000
34,,link-loss,74,0,74,20.073926073926074,1000
34,,mean-complexity,8,4.65,8,6.826022950298653,1000
35,5,[step],1000,0,1000,500,1000
35,,count sellers,5,5,20,16.123876123876123,1000
35,,exited-sellers,15,0,15,3.8761238761238763,1000
35,,survival-rate,0.25,0.25,1,0.8061938061938055,1000
35,,mean-cash,42,39,1005,292.8969601826749,1000
35,,mean-debt,4000,0,4000,1751.027543884686,1000
35,,mean-buyer-budget,48.75,48.75,565,50.39085914085914,1000
35,,count offers,27,14,90,45.77522477522478,1000
35,,link-loss,71,0,71,18.365634365634367,1000
35,,mean-complexity,8.2,4.1,8.2,6.638611388611383,1000
36,5,[step],1000,0,1000,500,1000
36,,count sellers,3,3,20,15.734265734265735,1000
36,,exited-sellers,17,0,17,4.265734265734266,1000
36,,survival-rate,0.15,0.15,1,0.7867132867132877,1000
36,,mean-cash,110,24,1000,295.5594405594399,1000
36,,mean-debt,4000,0,4000,1755.5361305361253,1000
36,,mean-buyer-budget,42.6,42.6,546.35,44.26958041957957,1000
36,,count offers,17,4,79,40.5984015984016,1000
36,,link-loss,67,0,67,16.083916083916083,1000
36,,mean-complexity,8,3.65,8,6.269569319569351,1000
37,5,[step],1000,0,1000,500,1000
37,,count sellers,9,9,20,17.446553446553448,1000
37,,exited-sellers,11,0,11,2.5534465534465536,1000
37,,survival-rate,0.45,0.45,1,0.8723276723276769,1000
37,,mean-cash,35.55555555555556,27,1060.5,317.6311513577991,1000
37,,mean-debt,3888.8888888888887,0,3888.8888888888887,1701.0300139421006,1000
37,,mean-buyer-budget,52.45,52.45,592.45,54.366833166832286,1000
37,,count offers,57,14,90,57.968031968031966,1000
37,,link-loss,55,0,55,11.596403596403597,1000
37,,mean-complexity,7.888888888888889,4.15,8.1,6.47045329517854,1000
38,5,[step],1000,0,1000,500,1000
38,,count sellers,3,3,20,16.526473526473527,1000
38,,exited-sellers,17,0,17,3.4735264735264737,1000
38,,survival-rate,0.15,0.15,1,0.8263236763236724,1000
38,,mean-cash,122.5,49125,1081125,319.2547260431886,1000
38,,mean-debt,3500,0,3500,1628.2448320909841,1000
38,,mean-buyer-budget,43.8,43.8,532.55,45.53201798201845,1000
38,,count offers,23,16,113,65.94405594405595,1000
38,,link-loss,92,0,92,15.95004995004995,1000
38,,mean-complexity,8.666666666666666,3.8,9,6.791137068060136,1000
39,5,[step],1000,0,1000,500,1000
39,,count sellers,4,4,20,16.441558441558442,1000
39,,exited-sellers,16,0,16,3.5584415584415585,1000
39,,survival-rate,0.2,0.2,1,0.8220779220779248,1000
39,,mean-cash,90,52.5,1011,297.87859393353756,1000
39,,mean-debt,4000,0,4000,1733.5683547221988,1000
39,,mean-buyer-budget,45.75,45.75,670.75,48.01773226773227,1000
39,,count offers,21,12,104,52.36963036963037,1000
39,,link-loss,86,0,86,16.603396603396604,1000
39,,mean-complexity,8,4.05,8.4,6.624028169632522,1000
40,5,[step],1000,0,1000,500,1000
40,,count sellers,4,4,20,16.013986013986013,1000
40,,exited-sellers,16,0,16,3.986013986013986,1000
40,,survival-rate,0.2,0.2,1,0.8006993006993018,1000
40,,mean-cash,52.5,35,1029,294.5430543482494,1000
40,,mean-debt,4000,0,4000,1732.4934805454307,1000
40,,mean-buyer-budget,46.45,46.45,547.7,48.12332667332607,1000
40,,count offers,28,12,108,61.184815184815186,1000
40,,link-loss,90,0,90,20.47952047952048,1000
40,,mean-complexity,8.5,3.8,8.545454545454545,6.882174102953327,1000
41,5,[step],1000,0,1000,500,1000
41,,count sellers,8,8,20,17.068931068931068,1000
41,,exited-sellers,12,0,12,2.931068931068931,1000
41,,survival-rate,0.4,0.4,1,0.8534465534465525,1000
41,,mean-cash,45,34.5,1002.5,296.6825107958973,1000
41,,mean-debt,4000,0,4000,1760.1851694758777,1000
41,,mean-buyer-budget,40.9,40.9,624.65,42.957942057942894,1000
41,,count offers,44,14,93,56.463536463536464,1000
41,,link-loss,49,0,49,11.638361638361639,1000
41,,mean-complexity,8.25,4.05,8.25,6.820958112816248,1000
42,5,[step],1000,0,1000,500,1000
42,,count sellers,8,8,20,17.15284715284715,1000
42,,exited-sellers,12,0,12,2.8471528471528473,1000
42,,survival-rate,0.4,0.4,1,0.8576423576423596,1000
42,,mean-cash,26.25,25,1014,303.4526206394347,1000
42,,mean-debt,4000,0,4000,1758.8427140624965,1000
42,,mean-buyer-budget,47.15,47.15,598.4,49.00314685314777,1000
42,,count offers,52,7,106,59.193806193806196,1000
42,,link-loss,66,0,66,15.040959040959041,1000
42,,mean-complexity,8375,3.95,8.555555555555555,6.743337736744296,1000
43,5,[step],1000,0,1000,500,1000
43,,count sellers,5,5,20,16.045954045954048,1000
43,,exited-sellers,15,0,15,3.954045954045954,1000
43,,survival-rate,0.25,0.25,1,0.8022977022977025,1000
43,,mean-cash,50,23,1020625,294.78379953379965,1000
43,,mean-debt,3900,0,3900,1724.0842490842492,1000
43,,mean-buyer-budget,53,53,413,54.01773226773227,1000
43,,count offers,36,12,73,42.7002997002997,1000
43,,link-loss,59,0,59,15.426573426573427,1000
43,,mean-complexity,8.6,4.2,8.6,6.60887802673515,1000
44,5,[step],1000,0,1000,500,1000
44,,count sellers,4,4,20,15.94905094905095,1000
44,,exited-sellers,16,0,16,4.050949050949051,1000
44,,survival-rate,0.2,0.2,1,0.7974525474525542,1000
44,,mean-cash,105,82375,1091,315.01180961895307,1000
44,,mean-debt,4000,0,4000,1661.7025831311573,1000
44,,mean-buyer-budget,40.9,40.9,582.15,42.82557442557526,1000
44,,count offers,24,24,112,71.89110889110889,1000
44,,link-loss,97,0,97,22.017982017982018,1000
44,,mean-complexity,8.25,3.7,9,7.129211661354519,1000
45,5,[step],1000,0,1000,500,1000
45,,count sellers,2,2,20,15.448551448551449,1000
45,,exited-sellers,18,0,18,4.551448551448551,1000
45,,survival-rate,0.1,0.1,1,0.7724275724275784,1000
45,,mean-cash,15,15,1003.5,291.32134532134455,1000
45,,mean-debt,4000,0,4000,1747.9187479187458,1000
45,,mean-buyer-budget,48.05,48.05,723.05,50.552497502498234,1000
45,,count offers,16,10,92,46.72827172827173,1000
45,,link-loss,85,0,85,19.336663336663335,1000
45,,mean-complexity,8.5,4.3,8.666666666666666,6.882499643213937,1000
46,5,[step],1000,0,1000,500,1000
46,,count sellers,4,4,20,16.27972027972028,1000
46,,exited-sellers,16,0,16,3.7202797202797204,1000
46,,survival-rate,0.2,0.2,1,0.8139860139860192,1000
46,,mean-cash,0,0,1052625,306.67934492247787,1000
46,,mean-debt,4000,0,4000,1712.49234448536,1000
46,,mean-buyer-budget,53.75,53.75,636.25,55.91908091908092,1000
46,,count offers,17,13,87,50.04095904095904,1000
46,,link-loss,79,0,79,15.826173826173827,1000
46,,mean-complexity,8.5,4.2,8.5,6.728602982099494,1000
47,5,[step],1000,0,1000,500,1000
47,,count sellers,6,6,20,16.133866133866135,1000
47,,exited-sellers,14,0,14,3.866133866133866,1000
47,,survival-rate,0.3,0.3,1,0.8066933066933029,1000
47,,mean-cash,-554.1666666666666,-554.1666666666666,1079375,144.77713556285028,1000
47,,mean-debt,3083.3333333333335,0,3083.3333333333335,1469.311244311238,1000
47,,mean-buyer-budget,35.55,35.55,485.55,36.87242757242744,1000
47,,count offers,47,21,94,55.51948051948052,1000
47,,link-loss,48,0,48,12.487512487512488,1000
47,,mean-complexity,8,4.4,8,6.679256457827856,1000
48,5,[step],1000,0,1000,500,1000
48,,count sellers,3,3,20,15.876123876123875,1000
48,,exited-sellers,17,0,17,4.123876123876124,1000
48,,survival-rate,0.15,0.15,1,0.7938061938061944,1000
48,,mean-cash,192.5,47125,1057125,300.9246928146774,1000
48,,mean-debt,4000,0,4000,1686.8655570204016,1000
48,,mean-buyer-budget,53.55,53.55,633.55,55.53801198801291,1000
48,,count offers,30,23,100,57.77022977022977,1000
48,,link-loss,89,0,89,20.21978021978022,1000
48,,mean-complexity,10,3.55,10,6.94010746163594,1000
49,5,[step],1000,0,1000,500,1000
49,,count sellers,3,3,20,16.10789210789211,1000
49,,exited-sellers,17,0,17,3.892107892107892,1000
49,,survival-rate,0.15,0.15,1,0.8053946053946082,1000
49,,mean-cash,0,0,1016,294.4607708308992,1000
49,,mean-debt,4000,0,4000,1742.5854448581724,1000
49,,mean-buyer-budget,41.05,41.05,517.3,42.47232767232795,1000
49,,count offers,10,6,103,52.192807192807194,1000
49,,link-loss,106,0,106,22.277722277722276,1000
49,,mean-complexity,7,3.85,8375,6.624159534549144,1000
50,5,[step],1000,0,1000,500,1000
50,,count sellers,7,7,20,16.7992007992008,1000
50,,exited-sellers,13,0,13,3.2007992007992008,1000
50,,survival-rate,0.35,0.35,1,0.839960039960044,1000
50,,mean-cash,77.14285714285714,51,1009,294.41837649529845,1000
50,,mean-debt,4000,0,4000,1735.4297716935089,1000
50,,mean-buyer-budget,42,42,693.25,44.46878121878122,1000
50,,count offers,42,15,101,59.35064935064935,1000
50,,link-loss,70,0,70,15.816183816183816,1000
50,,mean-complexity,8.714285714285714,3.95,8.714285714285714,6.949478086016506,1000
51,5,[step],1000,0,1000,500,1000
51,,count sellers,6,6,20,16.787212787212788,1000
51,,exited-sellers,14,0,14,3.212787212787213,1000
51,,survival-rate,0.3,0.3,1,0.8393606393606355,1000
51,,mean-cash,0,-180,1057625,251.70244804036034,1000
51,,mean-debt,4000,0,4000,1656.1905432784542,1000
51,,mean-buyer-budget,41.75,41.75,633,44.01773226773227,1000
51,,count offers,19,12,88,51.23276723276723,1000
51,,link-loss,83,0,83,17.288711288711287,1000
51,,mean-complexity,6.666666666666667,4.15,7.6923076923076925,6.407529893793676,1000
52,5,[step],1000,0,1000,500,1000
52,,count sellers,5,5,20,16.167832167832167,1000
52,,exited-sellers,15,0,15,3.832167832167832,1000
52,,survival-rate,0.25,0.25,1,0.8083916083916081,1000
52,,mean-cash,-450,-477.5,1063375,99.54440617102948,1000
52,,mean-debt,3400,0,3400,1464.681458512625,1000
52,,mean-buyer-budget,38.25,38.25,627,40.51398601398601,1000
52,,count offers,42,15,117,65.75124875124875,1000
52,,link-loss,78,0,78,18.918081918081917,1000
52,,mean-complexity,9.4,3.6,9.4,7.1509426720465425,1000
53,5,[step],1000,0,1000,500,1000
53,,count sellers,6,6,20,16.302697302697304,1000
53,,exited-sellers,14,0,14,3.6973026973026974,1000
53,,survival-rate,0.3,0.3,1,0.815134865134858,1000
53,,mean-cash,85,44,1024125,288.1820547778347,1000
53,,mean-debt,4000,0,4000,1713.5920717089639,1000
53,,mean-buyer-budget,49.45,49.45,698.2,51.88756243756165,1000
53,,count offers,36,22,93,55.76823176823177,1000
53,,link-loss,64,0,64,16.0999000999001,1000
53,,mean-complexity,8.166666666666666,4.2,8.166666666666666,6.604605567592626,1000
54,5,[step],1000,0,1000,500,1000
54,,count sellers,9,9,20,17.907092907092906,1000
54,,exited-sellers,11,0,11,2.092907092907093,1000
54,,survival-rate,0.45,0.45,1,0.8953546453546445,1000
